id,LHNo,Subject:,Date,Tags,Description
2008,76-1703,Fires,,railroad fire; firefighting; freight cars; water spray; black and white photograph,"A black and white photograph documenting firefighters spraying water on a burning railroad freight car at what appears to be a rail yard in Corning, NY, with heavy smoke billowing from the structure and railroad workers visible in the scene."
2009,76-1704,Fires,,railroad fire; steam locomotive; industrial disaster; black and white photograph; early 20th century,"A black and white photograph documenting a major railroad fire in Corning, NY, showing a steam locomotive engulfed in heavy smoke and flames on railroad tracks with utility poles visible in the background."
2010,76-1705,,,church; stone building; steeple; trees; black and white photograph,"A historic stone church with a tall pointed steeple and Gothic-style windows stands prominently in what appears to be a Corning, NY neighborhood, surrounded by mature trees and residential buildings."
2011,76-1706,,,north side baptist church; corning new york; brick church; steeple; black and white photograph,"A black and white photograph of the North Side Baptist Church in Corning, N.Y., showing a brick church building with a prominent central steeple, arched windows, and surrounding landscape."
2012,76-1707,,,brick building; religious architecture; victorian era; convent; black and white photograph,"This black and white photograph shows St. Mary's New Convent in Corning, NY, a Victorian-era brick building with distinctive half-timbered gable details, multiple stories, arched windows, and a covered entrance portico with columns."
2013,76-1708,,,steamboat; river; person viewing; black and white photograph; early 20th century,"A black and white photograph showing a person standing at a railing overlooking a river with a steamboat or paddle-wheeler vessel visible in the distance, likely taken from a vantage point in Corning, NY."
2014,76-1709,,,vintage aircraft; airfield; 1930s-1940s; biplane; mountainous landscape; black and white photograph,"A black and white photograph showing several early aircraft parked at an airfield with mountains visible in the background, featuring personnel standing near a biplane with distinctive high-wing design typical of 1930s-1940s aviation."
2015,76-1710,,,boats; waterfront; bicycle; vintage aircraft; black and white photograph,"A black and white photograph showing several small boats and what appears to be a vintage seaplane or amphibious aircraft beached near a forested shoreline, with a bicycle visible in the foreground."
2016,76-1711,,,aircraft; vintage airplane; propeller plane; black and white photograph; mid-century aviation,"A black and white overhead photograph of a mid-century single-engine aircraft with distinctive lightning bolt markings on its fuselage, shown parked on the ground with its propeller and landing gear visible."
2017,76-1712,,,aircraft wreckage; small planes; forested landscape; black and white photograph; aviation disaster,"A black and white photograph showing multiple damaged and wrecked small aircraft scattered on a rocky ground with forested hills in the background, with visible aircraft registration numbers including what appears to be ""N4106"" on one of the fuselages."
2018,76-1713,,,vintage aircraft; biplane; gravel airfield; black and white photograph; 1930s-1940s aviation,"A black and white photograph showing a vintage biplane with visible registration markings on its fuselage, parked on a gravel airfield with its cargo door or hatch open, displaying the aircraft's internal structure and support framework."
2019,76-1714,Joseph Costa,,portrait; man; residential building; mid-20th century; black and white photograph,"A black and white photograph showing Joseph Costa standing in front of a house with horizontal siding, wearing a dark jacket with a white collar and dark trousers, smiling at the camera."
2020,76-1715,Joseph Costa,,two men; porch; early 20th century; formal attire; black and white photograph,"A black and white photograph showing two men standing on a residential porch with white railings and a supporting column, with the man on the left wearing a fedora and formal suit and the man on the right in casual work clothes, likely from the early 1900s in Corning, NY."
